time,open,high,low,close,Volume,EMA,ATR,ema,atr,upper_band,lower_band,capital_investment
2011/12/19 5:30,2333.1672,2387.7957,2332.4791,2384.425,14205887,2696.483923,33.31093328,2696.48424,170.1543,6099.57024,-706.6017597,1
2011/12/20 1:30,2375.8072,2412.5718,2374.1397,2393.537,21946341,2693.469525,33.36189016,2693.46984,170.1543,6096.55584,-709.6161601,1
2011/12/20 5:30,2393.6201,2396.2269,2375.6786,2376.9652,10276834,2690.320229,33.23439175,2690.32054,162.1141,5932.60254,-551.96146,1
2011/12/21 1:30,2398.9019,2404.7748,2375.6498,2376.1168,18055144,2687.193826,33.19350228,2687.194135,145.9199,5605.592135,-231.2038654,1.1
2011/12/21 5:30,2376.206,2381.7843,2337.8713,2339.5864,12652090,2683.735046,33.30016395,2683.735351,100.5068,4693.871351,673.5993512,1.1
2011/12/22 1:30,2323.0777,2339.0429,2294.7261,2316.5894,23005972,2680.081855,33.41519018,2680.082158,105.1401,4782.884158,577.2801576,1.1
2011/12/22 5:30,2316.3848,2358.2795,2313.3285,2341.6144,13421130,2676.71402,33.52997436,2676.714319,94.0199,4557.112319,796.3163193,1.1
2011/12/23 1:30,2337.3784,2382.6062,2331.9575,2372.547,22580495,2673.687483,33.70030994,2673.687779,80.8081,4289.849779,1057.525779,1.1
2011/12/23 5:30,2372.3122,2372.6803,2346.5077,2359.2675,10350154,2670.558926,33.62540735,2670.559219,76.9476,4209.511219,1131.607219,1.2
2011/12/26 1:30,2345.1132,2369.7252,2335.4305,2344.5151,18006235,2667.314708,33.63206698,2667.314999,76.9476,4206.266999,1128.362999,1.2
2011/12/26 5:30,2344.1438,2349.9485,2334.9559,2335.5897,9990994,2664.013962,33.44659964,2664.014249,76.9476,4202.966249,1125.062249,1.2
2011/12/27 1:30,2332.1592,2346.0601,2310.0019,2327.7337,17725612,2660.66789,33.47258572,2660.668174,76.9476,4199.620174,1121.716174,1.2
2011/12/27 5:30,2327.8549,2330.5491,2302.5097,2305.1755,11335467,2657.130652,33.41852417,2657.130934,88.3615,4424.360934,889.9009338,1.1
2011/12/28 1:30,2295.2281,2305.0264,2267.2314,2268.4813,17371087,2653.263494,33.46355477,2653.263773,125.0557,5154.377773,152.1497733,1.1
2011/12/28 5:30,2268.7642,2309.4344,2268.7642,2308.3013,15339035,2649.831035,33.53807761,2649.831311,125.0557,5150.945311,148.7173108,1.1
2011/12/29 1:30,2297.0265,2323.4324,2293.9264,2311.5069,18460574,2646.464625,33.49795744,2646.464899,108.4839,4816.142899,476.7868988,1.1
2011/12/29 5:30,2311.725,2315.7291,2304.8398,2311.3608,12133144,2643.130259,33.27299567,2643.13053,107.6355,4795.84053,490.4205296,1.1
2011/12/30 1:30,2319.1141,2348.9661,2319.1141,2336.6401,19928740,2640.080606,33.31610318,2640.080874,104.0657,4721.394874,558.7668736,1.1
2011/12/30 5:30,2336.7884,2346.214,2331.8708,2346.0278,15619984,2637.154707,33.12731807,2637.154972,104.0657,4718.468972,555.8409724,1.1
2012/1/4 1:30,2363.8787,2365.9154,2323.8484,2325.1625,21689831,2634.050307,33.21627013,2634.05057,104.0657,4715.36457,552.7365697,1.1
2012/1/4 5:30,2325.4273,2333.456,2298.37,2299.1758,12293058,2630.718222,33.23487441,2630.718482,104.0657,4712.032482,549.4044824,1.1
2012/1/5 1:30,2289.3606,2316.5844,2282.3311,2306.5462,26066934,2627.49263,33.24500799,2627.492888,90.7862,4443.216888,811.7688876,1.1
2012/1/5 5:30,2306.1512,2306.1697,2272.4182,2276.8846,16750109,2624.003993,33.25379398,2624.004248,77.5465,4174.934248,1073.074248,1.2
2012/1/6 1:30,2274.8634,2285.2478,2256.8825,2257.2941,20531899,2620.355138,33.20515225,2620.355391,88.7337,4395.029391,845.6813907,1.2
2012/1/6 5:30,2257.9676,2291.4256,2255.8479,2289.8268,14357217,2617.066299,33.22875969,2617.066549,88.7337,4391.740549,842.392549,1.1
2012/1/9 1:30,2291.1443,2351.1879,2272.069,2333.957,32715482,2614.249291,33.68537801,2614.249539,88.7337,4388.923539,839.5755386,1.1
2012/1/9 5:30,2333.7691,2368.6087,2330.8779,2368.6087,21687070,2611.805106,33.72563096,2611.805351,111.3146,4838.097351,385.5133511,1.1
2012/1/10 1:30,2363.263,2429.6894,2361.4973,2429.2913,49981560,2609.989048,34.0685809,2609.989291,171.9972,6049.933291,-829.9547091,1
2012/1/10 5:30,2429.5376,2449.9547,2428.0355,2447.2012,30707996,2608.369269,33.94769154,2608.369509,189.9071,6406.511509,-1189.772491,1
2012/1/11 1:30,2443.5064,2453.0037,2423.4057,2424.5823,40099944,2606.540543,33.90441103,2606.54078,189.9071,6404.68278,-1191.60122,1
2012/1/11 5:30,2425.1978,2448.615,2424.2607,2435.8657,17978994,2604.842286,33.80938505,2604.842521,189.9071,6402.984521,-1193.299479,1
2012/1/12 1:30,2426.2507,2464.2135,2423.3207,2444.593,31247223,2603.247765,33.87986679,2603.247998,189.9071,6401.389998,-1194.894002,1
2012/1/12 5:30,2444.2529,2452.923,2433.3158,2435.253,15608218,2601.576176,33.7378502,2601.576406,189.9071,6399.718406,-1196.565594,1
2012/1/13 1:30,2438.957,2445.7642,2374.5447,2387.6679,30413790,2599.447735,34.11080194,2599.447963,189.9071,6397.589963,-1198.694037,1
2012/1/13 5:30,2387.7086,2413.4056,2384.8536,2394.1795,14846187,2597.405265,34.05549048,2597.405491,189.9071,6395.547491,-1200.736509,1
2012/1/16 1:30,2373.3449,2394.466,2369.7652,2373.8702,17718048,2595.181036,33.96240898,2595.181259,189.9071,6393.323259,-1202.960741,1
2012/1/16 5:30,2374.0024,2374.1042,2345.6447,2346.1181,12538019,2592.702797,33.90765367,2592.703019,189.9071,6390.845019,-1205.438981,1
2012/1/17 1:30,2349.0952,2404.5529,2329.6157,2404.4435,29001978,2590.829571,34.31590786,2590.82979,157.3744,5738.31779,-556.65821,1
2012/1/17 5:30,2404.6812,2462.0273,2404.5257,2460.0564,34947860,2589.528345,34.54742918,2589.528562,126.0994,5111.516562,67.54056227,1
2012/1/18 1:30,2464.8689,2485.4981,2445.1433,2453.6847,44420902,2588.176667,34.60521396,2588.176882,113.9383,4866.942882,309.410882,1
2012/1/18 5:30,2453.5115,2457.9918,2414.5814,2422.6503,18761733,2586.529638,34.69282775,2586.529851,113.9383,4865.295851,307.7638514,1
